Energy_MeV,LET_keV_um,CSDA_um,longitudinal_straggling_um,lateral_straggling_um,particle,material,Energy_MeV_u
1e-05,1.521,0.0006,0.0003,0.0002,16O,water,0.0
1e-05,1.595,0.0006,0.0004,0.0003,16O,water,0.0
1e-05,1.666,0.0006,0.0004,0.0003,16O,water,0.0
1e-05,1.734,0.0006,0.0004,0.0003,16O,water,0.0
1e-05,1.8,0.0007,0.0004,0.0003,16O,water,0.0
1e-05,1.863,0.0007,0.0004,0.0003,16O,water,0.0
2e-05,1.924,0.0007,0.0004,0.0003,16O,water,0.0
2e-05,1.983,0.0007,0.0004,0.0003,16O,water,0.0
2e-05,2.041,0.0007,0.0004,0.0003,16O,water,0.0
2e-05,2.151,0.0008,0.0005,0.0003,16O,water,0.0
2e-05,2.282,0.0008,0.0005,0.0003,16O,water,0.0
2e-05,2.405,0.0009,0.0005,0.0004,16O,water,0.0
3e-05,2.523,0.0009,0.0005,0.0004,16O,water,0.0
3e-05,2.635,0.0009,0.0005,0.0004,16O,water,0.0
3e-05,2.742,0.001,0.0006,0.0004,16O,water,0.0
3e-05,2.846,0.001,0.0006,0.0004,16O,water,0.0
4e-05,2.946,0.001,0.0006,0.0004,16O,water,0.0
4e-05,3.042,0.0011,0.0006,0.0004,16O,water,0.0
4e-05,3.227,0.0011,0.0007,0.0005,16O,water,0.0
5e-05,3.401,0.0012,0.0007,0.0005,16O,water,0.0
5e-05,3.567,0.0012,0.0007,0.0005,16O,water,0.0
6e-05,3.726,0.0013,0.0007,0.0005,16O,water,0.0
6e-05,3.878,0.0013,0.0008,0.0006,16O,water,0.0
7e-05,4.025,0.0014,0.0008,0.0006,16O,water,0.0
8e-05,4.303,0.0015,0.0008,0.0006,16O,water,1e-05
9e-05,4.564,0.0016,0.0009,0.0006,16O,water,1e-05
0.0001,4.81,0.0017,0.0009,0.0007,16O,water,1e-05
0.00011,5.045,0.0018,0.001,0.0007,16O,water,1e-05
0.00012,5.27,0.0019,0.001,0.0007,16O,water,1e-05
0.00013,5.485,0.0019,0.0011,0.0008,16O,water,1e-05
0.00014,5.692,0.002,0.0011,0.0008,16O,water,1e-05
0.00015,5.892,0.0021,0.0011,0.0008,16O,water,1e-05
0.00016,6.085,0.0022,0.0012,0.0008,16O,water,1e-05
0.00017,6.272,0.0022,0.0012,0.0009,16O,water,1e-05
0.00018,6.454,0.0023,0.0012,0.0009,16O,water,1e-05
0.0002,6.803,0.0025,0.0013,0.0009,16O,water,1e-05
0.00022,7.216,0.0026,0.0014,0.001,16O,water,1e-05
0.00025,7.606,0.0028,0.0015,0.0011,16O,water,2e-05
0.00027,7.977,0.003,0.0015,0.0011,16O,water,2e-05
0.0003,8.332,0.0031,0.0016,0.0012,16O,water,2e-05
0.00032,8.672,0.0033,0.0017,0.0012,16O,water,2e-05
0.00035,8.999,0.0034,0.0017,0.0013,16O,water,2e-05
0.00037,9.315,0.0036,0.0018,0.0013,16O,water,2e-05
0.0004,9.621,0.0037,0.0019,0.0014,16O,water,3e-05
0.00045,10.2,0.004,0.002,0.0015,16O,water,3e-05
0.0005,10.76,0.0043,0.0021,0.0015,16O,water,3e-05
0.00055,11.28,0.0045,0.0022,0.0016,16O,water,3e-05
0.0006,11.78,0.0048,0.0023,0.0017,16O,water,4e-05
0.00065,12.26,0.0051,0.0024,0.0018,16O,water,4e-05
0.0007,12.73,0.0053,0.0025,0.0019,16O,water,4e-05
0.0008,13.61,0.0058,0.0027,0.002,16O,water,5e-05
0.0009,14.43,0.0063,0.0029,0.0022,16O,water,6e-05
0.001,15.21,0.0068,0.0031,0.0023,16O,water,6e-05
0.0011,15.95,0.0073,0.0033,0.0025,16O,water,7e-05
0.0012,16.66,0.0077,0.0035,0.0026,16O,water,8e-05
0.0013,17.34,0.0082,0.0037,0.0027,16O,water,8e-05
0.0014,18.0,0.0086,0.0039,0.0029,16O,water,9e-05
0.0015,18.63,0.0091,0.004,0.003,16O,water,9e-05
0.0016,19.24,0.0095,0.0042,0.0031,16O,water,0.0001
0.0017,19.83,0.01,0.0044,0.0032,16O,water,0.00011
0.0018,20.41,0.0104,0.0046,0.0034,16O,water,0.00011
0.002,21.51,0.0113,0.0049,0.0036,16O,water,0.00013
0.00225,22.82,0.0124,0.0053,0.0039,16O,water,0.00014
0.0025,24.05,0.0134,0.0057,0.0042,16O,water,0.00016
0.00275,25.23,0.0145,0.0061,0.0045,16O,water,0.00017
0.003,26.35,0.0155,0.0065,0.0047,16O,water,0.00019
0.00325,27.42,0.0166,0.0068,0.005,16O,water,0.0002
0.0035,28.46,0.0176,0.0072,0.0053,16O,water,0.00022
0.00375,29.46,0.0187,0.0076,0.0055,16O,water,0.00023
0.004,30.43,0.0197,0.008,0.0058,16O,water,0.00025
0.0045,32.27,0.0218,0.0087,0.0063,16O,water,0.00028
0.005,34.02,0.0239,0.0094,0.0068,16O,water,0.00031
0.0055,35.68,0.0259,0.0101,0.0073,16O,water,0.00034
0.006,37.26,0.028,0.0108,0.0078,16O,water,0.00038
0.0065,38.79,0.0301,0.0115,0.0083,16O,water,0.00041
